NAME	Sample	GenesExpressed	HousekeepingGeneExpression	Type	Cellcycle	OPC-variable	OC-like	AC-like	OPC-like
BCH869_PDX-P02-C11	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-C12	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D02	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D03	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D04	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D06	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D07	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D08	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D09	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D10	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D11	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-D12	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E01	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E02	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E03	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E04	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E06	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E07	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E08	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E09	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E10	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E11	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-E12	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F01	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F02	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F04	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F05	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F06	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F08	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F09	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F10	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F11	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-F12	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G01	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G02	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G03	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G04	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G05	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G07	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G08	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G09	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G11	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-G12	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H01	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H02	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H03	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H04	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H05	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H06	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H07	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H08	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H09	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H10	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_PDX-P02-H12	BCH869_PDX	NA	NA	PDX	NA	NA	NA	NA	NA
BCH869_GS-P01-A01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-A02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-A04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-A05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-A06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-A08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-A09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-A11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-B11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-C10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-D12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-E02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-E09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-E10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-E11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-E12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-F11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-G02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-G06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-G08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-G09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-G10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-G12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P01-H10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-A12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-B12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-C12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-D12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-E02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-E06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-E07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-E08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-E09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-E10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-E11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-F12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-G11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P03-H12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-A11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-B11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-C12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-D12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-E12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-F10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-G12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P05-H12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-A11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B05	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B08	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B09	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B10	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B11	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-B12	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-C01	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-C02	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-C03	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-C04	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-C06	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
BCH869_GS-P06-C07	BCH869_GS	NA	NA	Cellline	NA	NA	NA	NA	NA
